-3500,3928,11820,-204,-4208,-3456,-2312,1740,-4312,-11260,-8444,-7244,-7264,-9744,-10768,-8520,-13808,-3696,-1404,104,7004,-9420,-8264,-10132,-2772,-388,304,1044,10816,18380,592,-1256,1116,-12024,0,0,0,0
-7920,-10380,-11248,-10616,-11768,-12304,-10108,-10648,-12908,-6636,-1640,-1196,-2052,11880,9884,-3720,-3648,-3288,-9748,-12376,-14208,-13588,-11536,-12060,-11520,-11816,-10420,-10084,-15420,-11620,-6192,-5888,-4484,4544,0,0,0,0
10548,-2168,-660,-3960,-1460,-11880,-11816,-11600,-10432,-11296,-11684,-11400,-10072,3296,9136,-2836,-4428,-3368,-5776,-12320,-12648,-12852,-14464,-9900,-10552,-12816,-11860,-8220,-2220,-2160,4568,5124,1288,-4312,0,0,0,0
-2920,-2584,-10256,-14416,-12624,-14868,-10692,-12856,-12836,-10776,-9288,-11772,-6332,-4224,-3304,3732,20180,-1632,-1152,-2732,-4936,-8640,-8804,-11716,-10432,-10576,-9444,-10932,-9284,-13524,-5608,-908,-512,6804,0,0,0,0
13760,-2608,-3784,-2204,-3240,-424,-11384,-12828,-12540,-10148,-11656,-10812,-11512,-11584,-10740,-10052,-9232,-6520,872,7188,88,-4388,-2032,-6212,-8312,-7624,-11384,-11508,-11556,-14680,-11180,-11268,-9072,-5088,0,0,0,0
-2028,7096,10672,-2988,-1136,-3772,-3188,-11128,-10944,-12768,-10064,-13004,-11616,-12536,-11944,-12340,-12012,-9820,-6880,-1968,4812,4848,-1440,-3620,-2580,-2080,-9736,-10728,-11196,-13196,-11644,-11136,-12380,-11308,0,0,0,0
-11588,-12252,-10032,-8324,-4468,6452,5700,-3728,732,-1876,-6424,-12668,-12700,-15132,-11976,-13348,-14164,-12564,-11608,-11608,-11536,-8284,-2148,4560,10192,-3296,-4684,-4600,-6732,-14048,-13224,-14556,-13412,-12216,0,0,0,0
-11900,-11328,-13328,-11008,-7016,-10596,-20256,-17052,-24184,-22076,-32768,-32768,664,25624,3768,6348,-12028,-10688,-14348,-10496,-10260,-10984,-21860,-15280,-13360,-12732,-6760,-11460,-13580,-23460,-32768,-27816,20888,13676,4264,5948,-13200,-12952
-16188,-15288,-11020,-17872,-18032,-15928,-14532,-11896,-9704,-9916,-13236,-17848,-20932,-32768,-32,26696,756,5260,3932,-17736,-21768,-17940,-18208,-16788,-12924,-18688,-15308,-14912,-13568,-11536,-13460,-5980,-13260,-21304,-32768,-32768,29732,3540
16968,2896,3680,-4792,-13436,-13760,-16576,-13292,-15640,-15872,-15128,-12536,-17680,-14760,-16596,-21796,-24108,-30292,-32768,26232,22880,1212,4472,-332,-11408,-18680,-18980,-13932,-15212,-18304,-17004,-16824,-14340,-9340,-17348,-20208,-23076,2268
1268,-8752,-19472,-19852,-17748,-19240,-17280,-16736,-13832,-14304,-16948,-20164,-17196,-20688,-32768,-32768,-21308,28412,-2596,2460,-1372,-7124,-9660,-7660,-11004,-10864,-16592,-15340,-15124,-13780,-13760,-11096,-22532,-24560,-32768,-32768,32767,6960
580,1420,-6812,-12464,-12540,-14948,-11876,-11960,-15928,-16424,-15692,-15048,-13096,-14816,-15800,-19728,-19388,-24924,-32768,-32768,22048,13760,192,1812,-724,-6984,-10672,-9788,-11640,-14864,-13936,-16424,-15280,-14328,-13792,-11552,-15240,-16928
-16584,-23504,-27412,-32768,-32768,8208,17252,2632,7904,-3996,-12208,-14040,-16108,-12104,-12636,-17156,-15820,-15724,-9988,-13536,-15284,-16132,-19912,-25152,-32768,-32768,32767,12008,3004,-564,-15096,-9532,-12644,-15880,-15868,-15208,-11620,-11096
-10352,-23820,-20360,-16948,-20792,-32768,-32768,25664,2336,-1640,-1644,-8532,-9860,-11476,-11660,-16516,-16792,11116,16748,3172,5040,-6120,-10032,-12132,-11832,-12508,-14124,-17668,-15848,-13852,-12220,-13768,-19448,-13832,-18220,-29944,-32768,-29452
23716,-340,-520,-668,-7664,-12256,-15924,-14072,-13104,-13720,-15448,-13584,-13044,-12472,-20840,-17148,-17032,-15996,11292,2424,2408,-3900,-11476,-14740,-13756,-12600,-13688,-15876,-15128,-12532,-10924,-12824,-14972,-16956,-21864,-32768,-32768,21968
-11640,-11316,-12228,-10148,-11120,-6348,216,-6648,-16264,-14120,-12948,-32768,-32768,2320,26296,5512,8952,-6536,-12676,-20876,-18084,-14176,-18596,-13304,-9712,-7656,-2768,-7556,-13768,-21204,-32768,-32768,32767,10660,14756,0,0,0
-8472,-9040,-20992,-22344,-16424,-16056,-16508,-17068,-14108,-14180,-8208,-5332,-7008,-18272,-20392,-32768,-32768,11332,27380,8660,9148,7300,-14116,-20316,-21168,-15552,-17876,-19948,-16884,-14484,-6288,-1592,-8120,-13656,-9812,0,0,0
-21032,-32768,-4460,28952,6384,9868,-19352,-17356,-14680,-17536,-15468,-10004,-3108,-14644,-17184,-11356,-26700,-32768,-29668,29032,6940,11572,-3180,-9428,-17128,-21928,-19068,-14256,-16272,-15656,-15260,-10068,-2356,-9088,-7964,0,0,0
-9312,-23484,-27396,-16320,32767,9840,9232,-360,-9840,-18120,-17812,-15940,-13012,-17116,-18504,-18248,-10328,-3456,-7472,-17424,-13564,-32104,-32768,-23240,30288,8628,-1468,-12236,-13568,-7056,-19928,-13404,-12580,-20592,-12960,0,0,0
-9544,-6640,-5828,-10836,-9288,-32384,-29944,5488,32767,10392,892,-6876,-3496,-12560,-20292,8296,32767,6708,11408,-7204,-11580,-17180,-18568,-19404,-15744,-17728,-15472,-13172,-11136,-4160,-10708,-3660,-12252,-27720,-17212,0,0,0
23804,20528,5040,4384,-1788,-7172,-8040,-16048,-15576,-16744,-15504,30636,12848,12484,1164,-5080,-7976,-24116,-13524,-14516,-16112,-11784,-11352,-5480,-7640,-13320,-14964,-32768,-32768,28292,32767,6932,11612,-4808,-10820,0,0,0
-16164,-13940,-13320,-15612,-13692,-3636,-7816,-14824,-12636,-32768,-32768,13472,12652,3772,9412,15872,-11876,-15496,-18732,-19400,-18044,-21236,-16104,-3988,-4472,-5116,-9892,-26152,-32768,-11792,32767,5876,4912,-2368,-15984,0,0,0
-14616,-7064,-8984,-248,-7992,-12532,-32768,-9836,21992,22176,13284,-3284,-11020,-13392,-22328,-17228,-18732,-19312,-17680,-11924,-8828,-1488,-8656,-10652,-30348,-32768,-20400,30900,6656,13416,2796,-6860,-12028,-17264,-23768,0,0,0
-13696,-12784,-11484,-15156,-32768,-32768,-12288,2700,-10524,-8292,-8248,-12172,-14336,-8700,-7000,-18716,-32768,-32768,2316,1644,-7820,-32768,-24336,-7548,-14016,-13984,-14764,-16400,-10680,-7148,-6200,-11336,0,0,0,0,0,0
-8872,-2440,-18444,-31652,-32768,-5136,4128,-64,-32768,-27048,-9988,-12792,-14416,-12280,-7352,-8240,-6304,-16756,-5640,-9004,-10040,876,-32768,-32768,-10288,9880,-4388,-27208,-32768,-11980,-12636,-9360,0,0,0,0,0,0
-8700,-10488,-10460,-6784,-29208,-12212,-12312,-8576,-9752,-8924,-10068,-9868,-14184,-14328,-10496,-9924,-11176,-14724,-28176,-32768,-25636,4916,-7136,-17080,-15924,-11696,-10900,-9684,-19480,-32768,-31668,3168,0,0,0,0,0,0
4084,-19824,-32768,-14044,-6864,-16624,-12224,-14584,-9180,-7248,-10716,-13716,-12560,-11076,-7876,-16272,-32768,-32768,-15264,7740,420,-25948,-15716,-21612,-16968,-11596,-7636,-7252,-7420,-8200,-9604,-12032,0,0,0,0,0,0
-10092,-7076,-10876,-7044,8900,984,-32768,-16312,-10996,-16148,-9252,-4200,-27672,-32768,-10556,5944,260,-32768,-3028,-16392,-15484,-8468,-7256,-8660,-4952,-9112,-11920,-8636,-3192,-15136,-16132,-28704,0,0,0,0,0,0
-32768,-6488,4792,-10076,-32768,-18924,-21856,-11368,-8348,-7280,-10532,-7108,-10848,-8104,-8320,-6080,-5736,-32768,-32768,-196,8928,6592,-32768,-24300,-16944,-12880,-8432,-4448,-6744,-7136,-8056,-15008,0,0,0,0,0,0
-11868,-7208,-12540,-9660,1864,-14844,-32768,-15840,-5604,-10172,-10464,-8328,-5612,-6240,-14192,-10832,-9172,-3144,-20668,-32728,-32768,420,-1252,-6288,-32768,-14792,-9880,-16776,-5636,-5356,-7440,-4984,0,0,0,0,0,0
-14444,-12240,-7472,-4832,-20252,-25892,-32768,-21740,76,5880,-5180,-32768,-17708,-13728,-14096,-8680,-2648,-3836,-7312,-13516,-7880,-4224,-11596,-28060,-32768,-8132,4688,-11824,-15388,-13548,-11164,-10448,0,0,0,0,0,0
-15404,-14700,-11992,-12744,-18108,-19020,-10168,2528,296,-20356,-108,15764,16468,2408,4048,-15484,-26084,-18388,-14896,-12740,-17640,-8348,-13152,-16020,-2216,-1152,-28032,-32768,32767,9008,5508,3728,2292,-9684,0,0,0,0
-12980,-15016,-14536,-12564,-15548,-14384,-9864,-12752,-17188,-16752,-12732,-10484,-23000,-32768,32767,8788,3772,-144,-4280,-11276,-15324,-13956,-14496,-13244,-15700,-14748,-14152,-22720,-11088,-9900,-10836,-19584,-30108,31928,0,0,0,0
-188,1928,-5956,3744,-8880,-20236,-16272,-14916,-11028,-22824,-13508,7504,8880,11916,-31348,25844,3044,1256,-5796,-7980,-18672,-12332,-13044,-9772,-17028,-17412,-14504,-18012,-5956,-7432,7628,8588,-24740,5732,0,0,0,0
2284,-1048,-5332,-12456,-8136,-13012,-12804,-11448,-13972,-13712,-10240,-16384,-18932,4356,5856,16404,-23352,19056,12040,-2432,-2672,-11012,-8268,-12868,-14104,-15116,-16188,-14120,-12972,-516,-9908,-1472,-5452,-17780,0,0,0,0
-12736,-12616,-15792,-13168,-24548,3040,-4100,-32768,24292,4752,3608,-6440,-7252,-13216,-16580,-12944,-10848,-16452,-14964,-14256,-15732,-11152,-8440,-372,-28252,-4788,15296,8040,-764,-4248,-10704,-9160,-26192,-13196,0,0,0,0
-14236,-18548,-15024,-14160,-17016,-12212,3660,6292,-20272,-8536,27156,896,-60,-3312,-10024,-15248,-17616,-11088,-11916,-14968,-13936,-13748,-12268,-18304,-9440,-3856,-5704,-11032,-25380,32767,4820,-64,-3228,-8740,0,0,0,0
-12796,-9956,-11392,-15680,-15980,-13160,-15156,-13988,-6844,-29376,3008,14388,3676,1860,-9408,-10536,-18700,-12096,-13344,-15636,-14388,-14112,-13628,-10664,-13824,-8252,-23164,-20308,18840,4168,5072,-7148,1092,-9144,0,0,0,0
-15580,-18344,-14608,-11088,-14444,-13200,-13320,-14940,-15768,-13292,-14944,-7388,-4164,-17124,-6128,-32768,-20164,23152,6156,1104,-5060,-2896,-8996,-14252,-11028,-14088,-14580,-13904,-13360,-11912,-13492,-8404,-4728,-1836,0,0,0,0
-14808,-15016,-14200,-13668,-11464,-23792,-27380,-4248,3808,10816,-32768,-14948,-1500,672,-2352,-7924,-17984,-19344,-14376,-16948,-11968,-11004,-26200,-28744,10116,-664,14596,-16480,-14176,-12744,-21640,-22248,-15964,-6488,0,0,0,0
824,1768,-6760,796,628,2380,-2004,-13244,-17076,-14540,-13440,-11792,-12804,-15120,-14800,-13824,-24544,-16556,-9068,-7160,2956,-14172,-10672,-24024,-22892,-8976,-600,-8096,-8500,-32768,-11572,-1304,-7680,-15148,0,0,0,0
-17016,-11712,-11716,-11648,-11968,-11912,-9996,-11532,-15192,-10012,-1616,2716,7700,-10928,31172,-280,-64,-788,-6204,-7512,-15144,-10836,-12548,-11864,-12040,-13288,-11136,-10768,-15604,-16584,-13600,-8940,2208,480,0,0,0,0
-15728,-13780,508,444,-5792,-8940,-14604,-9604,-10620,-13236,-11336,-12972,-10724,8772,-24404,-2008,-2800,68,-4316,-6880,-10472,-10216,-9896,-10028,-10972,-10920,-17792,-13552,-7100,4012,9348,1276,-32768,1288,0,0,0,0
1604,-5612,-10340,-11140,-10604,-9568,-9600,-13220,-12544,-10252,-14812,-24376,-16572,-6996,4544,7076,-27184,-5788,-10400,480,-416,-10956,-10012,-13804,-12972,-11644,-12520,-11848,-14060,-30720,-19160,-260,12576,7660,0,0,0,0
-32768,1140,-14256,-2440,76,-10148,-13320,-14112,-11104,-10120,-12152,-12688,-12528,-14712,-20032,-16664,-11264,364,9836,-19256,-32768,-15068,-396,-2696,-2572,-8972,-11108,-12772,-9924,-8484,-13256,-18064,-14196,-4628,0,0,0,0
4156,5232,-32768,-8132,-12332,-8380,-10444,-13984,-11136,-10996,-11072,-10788,-11824,-11200,-11024,-12208,-17936,-20872,-9612,3844,5120,-26724,-32768,-8092,-3884,-5852,-7184,-5776,-10860,-7820,-9168,-10636,-12628,-12420,0,0,0,0
-13364,-17408,-12708,-4988,2872,1300,-24204,-4668,-13068,-316,-10628,-11228,-8624,-9256,-7044,-9460,-9676,-9928,-9776,-16748,-17780,-10996,1864,10420,-27976,-11732,-12868,-2932,-13904,-9732,-11404,-5484,-8228,-11640,0,0,0,0
1036,860,796,5052,13660,13288,7840,7300,12036,8124,9952,30516,26104,8960,12900,9936,4836,2504,2196,-1732,-1288,304,2472,6260,13808,18400,5380,8508,4548,7332,-264,-3856,4748,10568,10356,6184,6232,5148
2328,1300,-1924,-888,3396,5148,12736,18532,5004,1844,5372,9616,10984,13988,-924,13964,10640,11252,3132,6152,1772,1700,1816,672,1508,3988,4368,6740,16336,12492,3252,7516,4888,5776,64,10944,9256,11788
12168,12564,13040,5488,8388,3896,1144,40,2504,3072,5064,15912,19264,6800,7960,4436,6768,10740,17932,7416,7076,13276,11040,5608,-840,2216,-1376,1668,-980,1592,2448,6708,15040,12044,5052,5828,7524,8844
4964,12760,6668,2012,4196,-1544,4684,9900,13684,11408,5160,3776,6820,10684,6384,18912,29240,13900,11800,11700,8016,4204,-416,196,-524,-3788,-1932,-36,84,2240,5580,8508,4492,3536,3388,32767,17264,10544
13312,8376,5904,-952,-656,2968,380,-1380,-176,1164,2044,5696,9644,11436,9564,6272,6888,6464,6672,31268,20588,11196,11096,10912,4216,312,-108,-1532,-1636,-2996,-2772,680,1772,2688,8028,12768,10224,6204
7508,8924,9048,5984,30836,9876,12072,9180,9144,8244,6964,4944,-1108,1120,1012,2988,4020,7536,18212,11652,6688,3064,5876,7552,6004,19648,7068,11848,11948,6528,5184,2624,-52,2316,2752,3852,11108,11820
9848,7744,8480,8180,11280,9668,30864,15948,13124,12400,5964,1788,-1008,-1292,-2624,1876,3008,16632,8380,11852,10580,8800,844,-1348,-3480,-3700,-956,-576,-268,2968,11928,14124,8144,5352,6392,12032,1772,32767
13972,12452,10784,8828,6224,4216,1080,-1556,-1912,1256,2540,4264,12376,11164,9300,5288,8196,32767,14896,11504,8716,4900,3956,4472,2780,-2500,-136,2364,6292,9508,15076,10720,17084,7500,9364,11488,15704,10608
4920,4044,4556,5052,4724,18008,15732,7532,-1320,2164,11492,23324,8088,-17620,9944,12188,4272,6032,9524,4796,8452,5600,6056,11328,17076,19488,4964,-8996,236,10572,128,-32768,-24196,10064,3328,0,0,0
13140,6744,5484,6696,4440,2600,3824,7020,8848,18776,13144,1908,-4148,2244,9728,16128,-120,2568,7024,10172,11160,3536,5528,4336,7256,7452,3868,5868,13148,17864,13064,1560,-2992,3656,7640,0,0,0
9604,-504,-26812,2332,5056,10500,2264,2320,5824,10200,17768,14820,2668,-6612,2832,8936,912,10632,-32768,-5680,8116,12392,6492,8428,8820,4708,1092,4196,5636,8688,12552,18300,7228,-12028,-4568,0,0,0
3028,2584,-12116,-32768,2716,8540,14948,4180,10260,11300,12596,6104,5292,600,1536,10876,14960,128,3508,-1940,2568,6724,-1792,-636,13220,4032,7024,5876,10968,14240,8980,3608,5132,7548,14836,0,0,0
15124,2264,-8028,-876,7400,-4816,2712,-26112,10272,13188,8788,6040,1024,3060,-32768,-32768,-3760,12184,10900,6976,2812,2320,-660,1060,-1536,6180,8972,13348,11196,-624,-10980,-2388,3372,-17284,-32768,0,0,0
-32768,17316,11788,10444,8424,2444,6636,2828,1612,4664,7012,18244,372,10284,5944,7016,10356,14368,4140,4548,10560,14292,17192,9864,-3164,5520,8580,17488,2948,-4896,16140,8892,8324,6276,4612,0,0,0
3064,-4148,-2612,1444,4228,1904,-4620,-3456,10940,9088,-7736,804,7796,14888,16004,2880,592,3276,924,3844,4560,6744,15144,8528,-5036,-1040,6156,3860,-28864,-32768,-24,9076,11252,9256,9672,0,0,0
16236,16384,3836,-13044,-3708,4632,-13588,-32768,-21756,10008,10232,9748,7656,3840,4224,1024,768,4484,12224,17544,12528,-6396,-9948,604,6876,-32768,-32768,-4660,10916,12616,12304,5608,3964,6124,5564,0,0,0
3260,4388,11156,15412,17888,-284,-16848,-10364,1292,2256,736,4096,8216,6836,16900,17432,5636,-18328,-9692,-14624,-32768,-32768,3296,-2700,-9940,-5360,120,-84,-100,-2300,684,5028,0,0,0,0,0,0
8428,9928,12764,10136,-8524,-20136,-12796,-32768,-20328,-6748,1956,-12408,-7632,168,-256,-148,-1844,4684,3748,7332,9444,8672,14780,-4600,-24148,-5064,-26092,-32768,4004,-14748,-7800,-10216,0,0,0,0,0,0
-5316,1872,3668,-672,-9812,-12560,-14236,-9936,152,2084,2968,24,2764,5008,4216,3920,13448,15840,11944,548,-21008,-4984,1228,1740,5544,4792,8424,14576,11084,9732,-10164,-6256,0,0,0,0,0,0
-15740,-32768,-32768,-10980,-6408,-13932,-3308,-608,-1120,-936,-352,3796,6920,5976,9792,15020,16392,5948,-15480,-8524,-17252,-32768,-14232,5032,544,-868,2860,2204,2216,2580,5368,7664,0,0,0,0,0,0
6664,8824,8844,-18272,-5424,-32768,-9900,-6404,-13172,-9504,-7572,4864,19036,3340,-18152,-8252,-22656,-30140,-18000,-7920,-6072,-2132,732,4780,1392,1464,4944,2352,7136,14844,11368,17608,0,0,0,0,0,0
-12,-15368,-9552,-26488,-32768,-16320,-4620,1160,-816,2072,-616,-680,1896,4424,3252,7400,14340,12016,-21696,-12620,-4176,-24100,-32768,-12380,-8408,-3264,-388,3408,-624,-832,332,2456,0,0,0,0,0,0
3732,11268,16048,-18992,-18920,-32768,-18088,-8888,-3432,-6112,380,-936,-152,-2116,4720,7920,6224,10704,14048,20720,-5564,-15716,-12168,-32768,-27388,-4952,-5504,-9684,-5380,-4000,-732,-5036,0,0,0,0,0,0
796,3096,3248,7400,13120,12936,10292,-15972,-10156,-13320,-32768,-32768,-372,-9264,-15036,-2420,2516,-844,352,4360,9152,7676,14380,20672,3820,-19692,-10536,1136,4772,5888,6080,13256,0,0,0,0,0,0
4232,5400,5220,884,-3552,6224,6740,15964,14672,-6836,-32768,-5372,-13624,-12936,-14428,-5976,8240,15456,9172,12056,11648,6176,-1240,-3072,6744,1476,20900,-32768,-32768,-7576,-12400,-13968,-16648,-7072,0,0,0,0
10700,6732,8572,4032,-976,-308,1236,-8500,-2752,5576,5588,2380,17520,-18248,-32768,-12532,-12760,-13536,-12100,-6676,4324,8548,5720,1972,-176,1144,-5584,-5008,-4124,-1832,-5400,5600,-27488,-32768,0,0,0,0
-5868,-13608,-11208,-7956,-1484,2660,7348,1904,56,-1104,9664,2840,11116,12304,-24960,-29856,-12588,-13516,-11036,-7036,-656,6684,7056,6588,856,-876,3928,2084,11172,12332,14192,32767,15528,-23072,0,0,0,0
